Provincia,Municipio,Localidad,Nombre,Ubicación
SEVILLA,Lora del Río,EL PRIORATO,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL EL PRIORATO
SEVILLA,"Luisiana, La",LUISIANA (LA),UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD LA LUISIANA
SEVILLA,Mairena del Aljarafe,MAIRENA DEL ALJARAFE,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD MAIRENA DEL ALJARAFE - CIUDAD EXPO
SEVILLA,Marchena,MARCHENA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD MARCHENA - RICARDO MARTÍNEZ SÁNCHEZ
SEVILLA,Montellano,MONTELLANO,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD MONTELLANO
SEVILLA,Pilas,PILAS,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD PILAS
SEVILLA,San Juan de Aznalfarache,SAN JUAN DE AZNALFARACHE,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD SAN JUAN DE AZNALFARACHE. "NUESTRA SEÑORA DE LA PAZ"
SEVILLA,Sanlúcar la Mayor,SANLÚCAR LA MAYOR,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD SANLÚCAR LA MAYOR
SEVILLA,Tocina,TOCINA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL TOCINA
SEVILLA,"Viso del Alcor, El",VISO DEL ALCOR (EL),UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD EL VISO DEL ALCOR
SORIA,Ágreda,ÁGREDA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ÁGREDA
GUADALAJARA,Galve de Sorbe,GALVE DE SORBE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GALVE DE SORBE
ALICANTE,Novelda,NOVELDA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NOVELDA
ALICANTE,Orba,ORBA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ORBA
ALICANTE,Sax,SAX,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAX
TARRAGONA,"Molar, El",MOLAR (EL ),SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO DE URGENCIAS EL MOLAR
CÁCERES,Castañar de Ibor,CASTAÑAR DE IBOR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CASTAÑAR DE  IBOR
CÁDIZ,Setenil de las Bodegas,SETENIL DE LAS BODEGAS,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL SETENIL
CÁDIZ,Tarifa,TARIFA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD TARIFA
CÁDIZ,Tarifa,FACINAS,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL FACINAS
CASTELLÓN,Peníscola/Peñíscola,PEÑÍSCOLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL PEÑÍSCOLA
CANTABRIA,Valdeolea,MATAPORQUERA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL LOS VALLES
ASTURIAS,Oviedo,OVIEDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NARANCO
ASTURIAS,Oviedo,OVIEDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LA ERIA DE BUENAVISTA
ASTURIAS,Oviedo,OVIEDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VALLOBIN
ASTURIAS,Oviedo,OVIEDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LA CORREDORIA
ASTURIAS,Oviedo,OVIEDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PUMARIN
ASTURIAS,Oviedo,OVIEDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TEATINOS
ASTURIAS,Oviedo,OVIEDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VENTANIELLES
ASTURIAS,Oviedo,OVIEDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PAULINO PRIETO
ASTURIAS,Oviedo,OVIEDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD OTERO
ASTURIAS,Oviedo,OVIEDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD EL CRISTO
ASTURIAS,Oviedo,OVIEDO,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO DE SALUD LA LILA
CÓRDOBA,Doña Mencía,DOÑA MENCÍA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL DOÑA MENCÍA
BARCELONA,Cerdanyola del Vallès,CERDANYOLA DEL VALLÈS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CANALETES
GIRONA,"Bisbal d'Empordà, La",BISBAL D'EMPORDÀ (LA),CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LA BISBAL D' EMPORDÁ
CUENCA,Montalbo,MONTALBO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MONTALBO
LLEIDA,Bellpuig,BELLPUIG,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD BELLPUIG
BADAJOZ,Guareña,GUAREÑA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GUAREÑA
BARCELONA,Piera,PIERA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD PIERA
GRANADA,Dúrcal,DÚRCAL,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD DÚRCAL
GUIPÚZCOA,Azpeitia,AZPEITIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD AZPEITIA
HUESCA,Fraga,FRAGA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD FRAGA
JAÉN,Cambil,CAMBIL,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD CAMBIL - "DON EUFRASIO MARTÍNEZ GALIANO"
JAÉN,Santiago de Calatrava,SANTIAGO DE CALATRAVA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL SANTIAGO DE CALATRAVA
SALAMANCA,Cantalapiedra,CANTALAPIEDRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CANTALAPIEDRA
BURGOS,Roa,ROA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ROA DE DUERO
ALICANTE,Agost,AGOST,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD AGOST
ALICANTE,Albatera,ALBATERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALBATERA
ALICANTE,Altea,ALTEA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALTEA
ALICANTE,Aspe,ASPE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ASPE
BADAJOZ,Monterrubio de la Serena,MONTERRUBIO DE  LA SERENA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL MONTERRUBIO DE  LA SERENA
BADAJOZ,Montijo,MONTIJO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MONTIJO
BADAJOZ,Navalvillar de Pela,NAVALVILLAR DE  PELA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NAVALVILLAR DE  PELA
BADAJOZ,Orellana la Vieja,ORELLANA LA VIEJA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ORELLANA LA VIEJA
BADAJOZ,Ribera del Fresno,RIBERA DE L FRESNO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL RIBERA DE L FRESNO
BADAJOZ,Santa Marta,SANTA MARTA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTA MARTA
BADAJOZ,"Santos de Maimona, Los",SANTOS DE MAIMONA (LOS),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LOS SANTOS DE  MAIMONA
BADAJOZ,Talarrubias,TALARRUBIAS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TALARRUBIAS
BADAJOZ,Valdecaballeros,VALDECABALLEROS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL VALDECABALLEROS
BADAJOZ,Villarta de los Montes,VILLARTA DE  LOS MONTES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL VILLARTA DE  LOS MONTES
BADAJOZ,"Zarza, La",ZARZA (LA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LA ZARZA
ILLES BALEARS,Alaior,ALAIOR,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ES BANYER (ALAIOR)
ILLES BALEARS,Alcúdia,ALCÚDIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALCÚDIA - ES SAFRÀ
ILLES BALEARS,Artà,ARTÀ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ARTÀ - NUREDDUNA
ILLES BALEARS,Binissalem,BINISSALEM,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BINISSALEM - ES RAIGUER
ILLES BALEARS,Calvià,CALVIÀ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CALVIÀ - SANTA PONÇA
ILLES BALEARS,Ciutadella de Menorca,CIUTADELLA DE MENORCA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CANAL SALAT (CIUTADELLA)
ILLES BALEARS,Esporles,ESPORLES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ESPORLES - TRAMUNTANA
ILLES BALEARS,Ferreries,FERRERIES,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD FERRERIES
ILLES BALEARS,Eivissa,EIVISSA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ES VIVER
ILLES BALEARS,Eivissa,EIVISSA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD EXAIMPLE - CAN MISSES
ILLES BALEARS,Inca,INCA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ES BLANQUER
ILLES BALEARS,Llucmajor,LLUCMAJOR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MIGJORN - LLUCMAJOR
ILLES BALEARS,Maó-Mahón,MAHÓN,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD DALT SAN JOAN (MAÓ)
ILLES BALEARS,Marratxí,MARRATXÍ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PONT D'INCA - MARTÍ SERRA
ILLES BALEARS,Muro,MURO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MURO - MARINES
ILLES BALEARS,Sant Antoni de Portmany,SANT ANTONI DE PORTMANY,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANT ANTONI
ILLES BALEARS,Santa María del Camí,SANTA MARIA DEL CAMÍ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTA MARÍA
ILLES BALEARS,Santanyí,SANTANYÍ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTANYÍ
ILLES BALEARS,Sóller,SÓLLER,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SÓLLER - SERRA NORD
ILLES BALEARS,Son Servera,SON SERVERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SON SERVERA - LLEVANT
BARCELONA,Arenys de Mar,ARENYS DE MAR,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ARENYS DE MAR
BARCELONA,Esparreguera,ESPARREGUERA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ESPARREGUERA
BARCELONA,Esplugues de Llobregat,ESPLUGUES DE LLOBREGAT,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD PUBILLA CASAS
BARCELONA,Esplugues de Llobregat,ESPLUGUES DE LLOBREGAT,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LLUÍS MILLET
BARCELONA,Esplugues de Llobregat,ESPLUGUES DE LLOBREGAT,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD BÒBILA
BARCELONA,Granollers,GRANOLLERS,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CENTRO DE URGENCIAS CUAP - GRANOLLERS
BARCELONA,Sant Salvador de Guardiola,SANT SALVADOR DE GUARDIOLA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CONSULTORIO LOCAL EL CALVET
GUADALAJARA,"Casar, El",CASAR (EL),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD EL CASAR DE TALAMANCA
GUADALAJARA,Cogolludo,COGOLLUDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD COGOLLUDO
GUADALAJARA,Checa,CHECA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CHECA ZONA ESPECIAL
BARCELONA,Llinars del Vallès,LLINARS DEL VALLÈS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LLINARS DEL VALLÈS
BARCELONA,Malgrat de Mar,MALGRAT DE MAR,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD DR. JOSEP TORNER I FORS
BARCELONA,"Masnou, El",MASNOU (EL),CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD OCATA
BARCELONA,"Masnou, El",MASNOU (EL),CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD EL MASNOU
BARCELONA,Mataró,MATARÓ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CIRERA MOLINS
BARCELONA,Mataró,MATARÓ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ROCAFONDA-PALAU
BARCELONA,Mataró,MATARÓ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MARESME
BARCELONA,Mataró,MATARÓ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD RONDA CERDANYA
BARCELONA,Mataró,MATARÓ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD RONDA PRIM
BARCELONA,Mataró,MATARÓ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MATARÓ-CENTRE
BARCELONA,Molins de Rei,MOLINS DE REI,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LA GRANJA
BARCELONA,Mollet del Vallès,MOLLET DEL VALLÈS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD PLANA LLEDÓ
BARCELONA,Mollet del Vallès,MOLLET DEL VALLÈS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CAN PANTIQUET
SANTA CRUZ DE TENERIFE,"Pinar de El Hierro, El",PINAR (EL),PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL EL PINAR
LA RIOJA,Aldeanueva de Ebro,ALDEANUEVA DE EBRO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL ALDEANUEVA DE EBRO
LA RIOJA,Arnedo,ARNEDO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ARNEDO
LA RIOJA,Logroño,LOGROÑO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO DE URGENCIAS C.A.R.P.A.
LA RIOJA,Nájera,NÁJERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NÁJERA
LA RIOJA,Navarrete,NAVARRETE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NAVARRETE
LA RIOJA,Ortigosa de Cameros,ORTIGOSA DE CAMEROS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL ORTIGOSA DE CAMEROS
LA RIOJA,Santo Domingo de la Calzada,SANTO DOMINGO DE LA CALZADA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTO DOMINGO DE LA CALZADA
LA RIOJA,Torrecilla en Cameros,TORRECILLA EN CAMEROS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CAMERO NUEVO
LA RIOJA,Villoslada de Cameros,VILLOSLADA DE CAMEROS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL VILLOSLADA DE CAMEROS
LA RIOJA,Viniegra de Abajo,VINIEGRA DE ABAJO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL VINIEGRA DE ABAJO
LUGO,Becerreá,BECERREÁ (SAN XOÁN),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BECERREÁ
LUGO,"Corgo, O",CORGO (O) (SAN XOÁN),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CORGO
LUGO,"Fonsagrada, A",FONSAGRADA (A) (SANTA MARÍA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD A FONSAGRADA
LUGO,Guitiriz,LAGOSTELLE (SAN XOÁN),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD GUITIRIZ
LUGO,Lugo,LUGO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LUGO - FINGOI
LUGO,Meira,MEIRA (SANTA MARÍA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MEIRA
LUGO,Monforte de Lemos,MONFORTE DE LEMOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO DE URGENCIAS MONFORTE
LUGO,Palas de Rei,PALAS DE REI (SAN TIRSO),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PALAS DE REI
LUGO,Pedrafita do Cebreiro,PEDRAFITA DO CEBREIRO (SANTO ANTON),ZONA ESPECIAL DE URGENCIAS (ZEU),CENTRO SALUD PEDRAFITA DO CEBREIRO
LUGO,Sarria,SARRIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SARRIA
LUGO,Viveiro,VIVEIRO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VIVEIRO
MADRID,Alcalá de Henares,ALCALÁ DE HENARES,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD LUIS VIVES
MADRID,Algete,ALGETE,SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD ALGETE
MADRID,Aranjuez,ARANJUEZ,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ARANJUEZ
MADRID,"Cabrera, La",CABRERA (LA),SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD LA CABRERA
MADRID,Campo Real,CAMPO REAL,SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD CAMPO REAL
MADRID,Ciempozuelos,CIEMPOZUELOS,SERVICIO DE ATENCIÓN RURAL (SAR),CENTRO SALUD CIEMPOZUELOS
MADRID,Colmenar Viejo,COLMENAR VIEJO,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD COLMENAR VIEJO SUR
MADRID,Coslada,COSLADA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD JAIME VERA
MADRID,"Escorial, El",ESCORIAL (EL),SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CONSULTORIO LOCAL EL ESCORIAL
MADRID,Fuenlabrada,FUENLABRADA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO ESPECIALIDADES EL ARROYO
MADRID,Fuente el Saz de Jarama,FUENTE EL SAZ DE JARAMA,SERVICIO DE ATENCIÓN RURAL (SAR),CONSULTORIO LOCAL FUENTE EL SAZ DE JARAMA
CÓRDOBA,Espiel,ESPIEL,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL ESPIEL
CÓRDOBA,Fernán-Núñez,FERNÁN NÚÑEZ,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD FERNÁN NUÑEZ - "DOÑA JOSEFINA CARMONA"
CÓRDOBA,Fuente Palmera,FUENTE PALMERA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD FUENTE PALMERA
CÓRDOBA,Hinojosa del Duque,HINOJOSA DEL DUQUE,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD HINOJOSA DEL DUQUE
CÓRDOBA,Lucena,LUCENA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD LUCENA
CÓRDOBA,Lucena,JAUJA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL JAUJA
CÓRDOBA,Moriles,MORILES,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL MORILES
CÓRDOBA,Nueva Carteya,NUEVA CARTEYA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL NUEVA CARTEYA
CÓRDOBA,Palma del Río,PALMA DEL RÍO,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD PALMA DEL RIO - "DR. TRUJILLO DEL RÍO"
CÓRDOBA,Posadas,POSADAS,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD POSADAS - "D. RAFAEL FLOREZ CRESPO"
CÓRDOBA,Pozoblanco,POZOBLANCO,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD POZOBLANCO
CÓRDOBA,Priego de Córdoba,PRIEGO DE CÓRDOBA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD PRIEGO DE CÓRDOBA
CÓRDOBA,Santaella,SANTAELLA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL SANTAELLA
A CORUÑA,Melide,MELIDE (SAN PEDRO),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MELIDE
A CORUÑA,Narón,JUBIA (NUESTRA SEÑORA DE LOS DESAMPARADOS),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NARÓN
A CORUÑA,Negreira,NEGREIRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD NEGREIRA
A CORUÑA,Ordes,ORDES (SANTA MARÍA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ORDES
A CORUÑA,Ortigueira,ORTIGUEIRA (SANTA MARTA),PUNTO DE ATENCIÓN CONTINUADA (PAC),"CENTRO SALUD CARIÑO, ORTIGUEIRA"
A CORUÑA,Padrón,PADRÓN (SANTIAGO APOSTOL),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PADRON
A CORUÑA,Pontedeume,PONTEDEUME (SANTIAGO),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PONTEDEUME
A CORUÑA,"Pontes de García Rodríguez, As",PONTES DE GARCÍA RODRÍGUEZ (AS) (SANTA MARÍA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD AS PONTES
A CORUÑA,San Sadurniño,SAN SADURNIÑO (SANTA MARÍA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAN SADURNIÑO
A CORUÑA,Santiago de Compostela,SANTIAGO DE COMPOSTELA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO DE URGENCIAS SANTIAGO
A CORUÑA,Vimianzo,VIMIANZO (SAN VICENZO),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VIMIANZO
CUENCA,Belmonte,BELMONTE,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BELMONTE
CUENCA,Cañaveras,CAÑAVERAS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CAÑAVERAS
CUENCA,Carboneras de Guadazaón,CARBONERAS DE GUADAZAÓN,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CARBONERAS DE GUADAZAÓN
CUENCA,Casasimarro,CASASIMARRO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CASASIMARRO
CUENCA,Cuenca,CUENCA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CUENCA III
CIUDAD REAL,Villahermosa,VILLAHERMOSA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLAHERMOSA
CIUDAD REAL,Villanueva de los Infantes,VILLANUEVA DE LOS INFANTES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLANUEVA DE LOS INFANTES
CIUDAD REAL,Viso del Marqués,VISO DEL MARQUES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL VISO DEL MARQUÉS
CÓRDOBA,Adamuz,ADAMUZ,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CONSULTORIO LOCAL ADAMUZ
CÓRDOBA,Aguilar de la Frontera,AGUILAR DE LA FRONTERA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD AGUILAR
CÓRDOBA,Baena,BAENA,UNIDAD DE CUIDADOS CRÍTICOS Y URGENCIAS (UCCU),CENTRO SALUD BAENA - "DR. IGNACIO OSUNA GÓMEZ"
CUENCA,Honrubia,HONRUBIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HONRUBIA
CUENCA,Horcajo de Santiago,HORCAJO DE SANTIAGO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD HORCAJO DE SANTIAGO
BARCELONA,Terrassa,TERRASSA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ANTONI CREUS - CAN PARELLADA
BARCELONA,Terrassa,TERRASSA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD TERRASSA NORD
BARCELONA,Terrassa,TERRASSA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD TERRASSA SUD (CAN JOFRESA)
BARCELONA,Terrassa,TERRASSA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD RAMBLA DE TERRASSA
BARCELONA,Torelló,TORELLÓ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD TORELLÓ
